document_id,question,type,options
Accessibility Statement,What is the purpose of this Accessibility Statement?,radio,"[Regulatory compliance, Public commitment, Customer transparency]"
Accessibility Statement,"Which product(s), website(s), or application(s) does this Accessibility Statement apply to?",text,None
Accessibility Statement,Which accessibility standards or guidelines do you aim to follow?,multi select,"[WCAG 2.1 AA, WCAG 2.2 AA, Section 508, EN 301 549]"
Accessibility Statement,Which regions does this Accessibility Statement apply to?,radio,"[Global, Region-specific]"
Accessibility Statement,What is the current accessibility compliance status of your product(s)?,radio,"[Fully compliant, Partially compliant, Not yet compliant]"
Accessibility Statement,"If partially or not compliant, how are accessibility issues being addressed?",text area,None
Accessibility Statement,How can users report accessibility issues or request assistance?,multi select,"[Email, Support ticket, Contact form, Phone]"
Accessibility Statement,What information should users include when reporting an accessibility issue?,multi select,"[Page or feature name, Description of issue, Assistive technology used, Contact details]"
Accessibility Statement,Who is responsible for accessibility within the organization?,radio,"[Product Team, Engineering Team, Compliance Team, Design Team]"
Accessibility Statement,How often is this Accessibility Statement reviewed or updated?,radio,"[As changes occur, Annually]"
Accessibility Statement,Are there any known accessibility limitations or exceptions at this time?,text area,None
Accessibility Statement,What assistive technologies or user agents have been considered or tested for accessibility?,text area,None
Accessibility Statement,How does the organization validate or test accessibility compliance?,text area,None
Accessibility Statement,Are there any additional accessibility-related notes or limitations users should be aware of?,text area,None
Trademark Guidelines,Company Name,text,None
Trademark Guidelines,Document Version,text,None
Trademark Guidelines,Effective Date,calendar,None
Trademark Guidelines,What is the purpose of these Trademark Guidelines?,radio,"[Brand protection, Third-party usage guidance, Legal compliance]"
Trademark Guidelines,Which trademarks are covered by these guidelines?,multi select,"[Company name, Logo, Product names, Taglines, Domain names]"
Trademark Guidelines,Who are these Trademark Guidelines intended for?,multi select,"[Partners, Customers, Developers, Media, General public]"
Trademark Guidelines,What types of trademark use are generally permitted without prior approval?,multi select,"[Referential use, Marketing mentions, Press references, Educational use]"
Trademark Guidelines,What types of trademark use require prior written approval?,multi select,"[Logo usage, Co-branding, Merchandise, Advertising campaigns]"
Trademark Guidelines,What types of trademark use are strictly prohibited?,multi select,"[Misleading use, Altered logos, Use implying endorsement, Competitive use]"
Trademark Guidelines,Are there specific rules for how trademarks must be displayed?,bol_radio,"[Yes, No]"
Trademark Guidelines,"If yes, what display rules should be followed (e.g., colors, spacing, attribution)?",text,None
Trademark Guidelines,How can third parties request permission to use your trademarks?,multi select,"[Email, Web form, Legal request process]"
Trademark Guidelines,Who is responsible for trademark enforcement and inquiries?,radio,"[Legal Team, Brand Team, Marketing Team]"
Trademark Guidelines,How often are these Trademark Guidelines reviewed or updated?,radio,"[As changes occur, Annually]"
Trademark Guidelines,Describe the correct trademark attribution or notice that must be included when trademarks are used.,text area,None
Trademark Guidelines,What actions may the company take in case of trademark misuse or violation?,text area,None
Trademark Guidelines,Are there any geographic or jurisdiction-specific trademark considerations?,text area,None
Trademark Guidelines,"Are there any additional notes, disclaimers, or limitations related to trademark usage?",text area,None
Open Source Licenses,Company Name,text,None
Open Source Licenses,Document Version,text,None
Open Source Licenses,Effective Date,calendar,None
Open Source Licenses,What is the purpose of this Open Source Licenses document?,radio,"[Compliance, Internal governance, Legal transparency]"
Open Source Licenses,"Which products, projects, or software does this document apply to?",text,None
Open Source Licenses,Which types of open source software are included?,multi select,"[Libraries, Frameworks, Tools, Scripts, Components]"
Open Source Licenses,List all open source components used in the organization,table,"[Component Name, Version, License Type, Source, Repository, Purpose / Usage]"
Open Source Licenses,Are any license obligations required for redistribution or modification?,bol_radio,"[Yes, No]"
Open Source Licenses,"If yes, briefly describe the obligations (e.g., attribution, source disclosure)",text,None
Open Source Licenses,Who is responsible for managing open source license compliance?,radio,"[Legal Team, Engineering Team, Product Team, Compliance Team]"
Open Source Licenses,How are updates to open source components monitored?,radio,"[Automated tools, Manual review, Both]"
Open Source Licenses,How often is this Open Source Licenses document reviewed or updated?,radio,"[As changes occur, Quarterly, Annually]"
Open Source Licenses,Describe how license compliance is verified before software release or deployment.,text area,None
Open Source Licenses,What process is followed if an open source license conflict or violation is identified?,text area,None
Open Source Licenses,"Are there any restrictions on using certain open source licenses (e.g., copyleft licenses)?",text area,None
Open Source Licenses,"Are there any additional notes, restrictions, or disclaimers regarding open source usage?",text area,None
Compliance Certifications,Company Name,text,None
Compliance Certifications,Document Version,text,None
Compliance Certifications,Effective Date,calendar,None
Compliance Certifications,What is the purpose of this Compliance Certifications document?,radio,"[Customer assurance, Sales enablement, Regulatory compliance]"
Compliance Certifications,"Which products, services, or business units does this document apply to?",text,None
Compliance Certifications,Which regions or markets are covered by these certifications?,radio,"[Global, Region-specific]"
Compliance Certifications,"If region-specific, list the applicable regions or countries",text,None
Compliance Certifications,List all compliance certifications obtained,table,"[Certification Name, Issuing Authority, Certification Date, Expiry Date, Scope / Applicability]"
Compliance Certifications,Are there certifications currently in progress or pending?,bol_radio,"[Yes, No]"
Compliance Certifications,"If yes, provide details of pending certifications",text,None
Compliance Certifications,Who owns and maintains the Compliance Certifications document?,radio,"[Legal Team, Compliance Team, Sales Team, Marketing Team]"
Compliance Certifications,How often is this Compliance Certifications document reviewed or updated?,radio,"[As changes occur, Quarterly, Annually]"
Compliance Certifications,Describe how certification status is verified and kept up to date,text area,None
Compliance Certifications,"Describe any limitations on how these certifications can be referenced or used externally (e.g., marketing, sales materials)",text area,None
Compliance Certifications,"What actions are taken if a certification expires, is suspended, or is revoked?",text area,None
Compliance Certifications,"Are there any additional notes, limitations, or disclaimers related to these certifications?",text area,None
Case Study Template,Company Name,text,None
Case Study Template,Document Version,text,None
Case Study Template,Effective Date,calendar,None
Case Study Template,What is the primary purpose of this case study?,radio,"[Customer success story, Marketing collateral, Sales enablement]"
Case Study Template,"Which product, service, or solution is highlighted in this case study?",text,None
Case Study Template,Which customer or client is featured?,text,None
Case Study Template,Which industry or market does this customer belong to?,text,None
Case Study Template,What business challenge or problem did the customer face?,text area,None
Case Study Template,Describe the solution implemented to address the challenge,text area,None
Case Study Template,What measurable results or outcomes were achieved?,text area,None
Case Study Template,What lessons were learned during implementation?,text area,None
Case Study Template,Are there any quotes or testimonials from the customer?,bol_radio,"[Yes, No]"
Case Study Template,"If yes, provide customer quotes or testimonials",text area,None
Case Study Template,What differentiators made your solution successful for the customer?,text,None
Case Study Template,What challenges were overcome during the project?,text,None
Case Study Template,Who owns and maintains this case study template?,radio,"[Sales Team, Marketing Team, Customer Success Team]"
Case Study Template,How often is this case study reviewed or updated?,radio,"[As changes occur, Quarterly, Annually]"
Case Study Template,"Are there any additional notes, disclaimers, or references for this case study?",text area,None
Product Requirements Doc (PRD),Company Name,text,None
Product Requirements Doc (PRD),Document Version,text,None
Product Requirements Doc (PRD),Effective Date,calendar,None
Product Requirements Doc (PRD),What is the primary purpose of this PRD?,radio,"[Define new product, Update existing product, Internal alignment]"
Product Requirements Doc (PRD),"Which product, feature, or initiative does this PRD cover?",text,None
Product Requirements Doc (PRD),Who are the primary stakeholders for this PRD?,multi select,"[Product Team, Engineering Team, Design Team, Marketing Team, Sales Team]"
Product Requirements Doc (PRD),What is the target audience or user segment for this product or feature?,text,None
Product Requirements Doc (PRD),What is the high-level goal or success metric for this product or feature?,text area,None
Product Requirements Doc (PRD),Describe the key features or functionality required,text area,None
Product Requirements Doc (PRD),Are there any constraints or limitations to consider?,multi select,"[Technical, Budget, Timeline, Regulatory/Compliance, Resource availability]"
Product Requirements Doc (PRD),"Are there dependencies on other systems, teams, or features?",bol_radio,"[Yes, No]"
Product Requirements Doc (PRD),"If yes, describe the dependencies",text,None
Product Requirements Doc (PRD),Are there any assumptions or risks associated with this product or feature?,text area,None
Product Requirements Doc (PRD),Are there any UX or design considerations?,text,None
Product Requirements Doc (PRD),"Are there reference designs, wireframes, or mockups available?",bol_radio,"[Yes, No]"
Product Requirements Doc (PRD),"If yes, provide links or references",text,None
Product Requirements Doc (PRD),Who owns and maintains this PRD?,radio,"[Product Manager, Product Team, Engineering Team]"
Product Requirements Doc (PRD),How often is this PRD reviewed or updated?,radio,"[As changes occur, Quarterly, Annually]"
Product Requirements Doc (PRD),"Are there any additional notes, references, or clarifications for this PRD?",text area,None
Feature Spec,Company Name,text,None
Feature Spec,Document Version,text,None
Feature Spec,Effective Date,calendar,None
Feature Spec,What is the primary purpose of this Feature Spec,radio,"[Define new feature, Update existing feature, Clarify implementation details]"
Feature Spec,Which product or module does this feature belong to,text,None
Feature Spec,Who are the primary stakeholders for this feature,multi select,"[Product Team, Engineering Team, Design Team, QA Team, Marketing Team]"
Feature Spec,What is the target user or audience for this feature,text,None
Feature Spec,What is the key goal or success metric for this feature,text area,None
Feature Spec,Describe the feature functionality and behavior,text area,None
Feature Spec,Are there any constraints or limitations for this feature?,multi select,"[Technical, Budget, Timeline, Regulatory/Compliance, Resource availability]"
Feature Spec,Are there assumptions or known risks for this feature?,text area,None
Feature Spec,Are there UX or UI requirements for this feature?,text,None
Feature Spec,"Are mockups, wireframes, or design references available?",bol_radio,"[Yes, No]"
Feature Spec,"If mockups, wireframes, or design references are available, provide links or references",text,None
Feature Spec,What are the acceptance criteria for this feature?,text area,None
Feature Spec,"Are there test cases, QA notes, or validation steps available?",bol_radio,"[Yes, No]"
Feature Spec,"If available, provide test cases, QA notes, or validation steps",text,None
Feature Spec,Who owns and maintains this Feature Spec?,radio,"[Product Manager, Engineering Team, Product Team]"
Feature Spec,How often is this Feature Spec reviewed or updated?,radio,"[As changes occur, Quarterly, Annually]"
Feature Spec,"Any additional notes, clarifications, or references for this feature?",text area,None
User Research Report,Company Name,text,None
User Research Report,Document Version,text,None
User Research Report,Effective Date,calendar,None
User Research Report,What is the primary purpose of this User Research Report,radio,"[Understand user needs, Improve product design, Validate hypotheses, Other]"
User Research Report,"Which product, feature, or service is this research focused on",text,None
User Research Report,Who are the intended stakeholders of this report,multi select,"[Product Team, Design Team, Engineering Team, Marketing Team, Leadership]"
User Research Report,What user segments or personas were included in this research,text,None
User Research Report,Which research methods were used,multi select,"[Interviews, Surveys, Usability tests, Analytics, Field studies, Other]"
User Research Report,How many participants were involved in the study,text,None
User Research Report,Over what time period was this research conducted,text,None
User Research Report,What were the key objectives or research questions,text area,None
User Research Report,Summarize the main findings from the research,text area,None
User Research Report,"What patterns, trends, or behaviors were observed",text area,None
User Research Report,What pain points or unmet needs were identified,text area,None
User Research Report,What recommendations are derived from the research,text area,None
User Research Report,Are there proposed next steps or actions for the product team,text,None
User Research Report,Who owns and maintains this User Research Report,radio,"[Product Team, Design Team, Research Team]"
User Research Report,How often is this research report reviewed or updated,radio,"[As changes occur, Quarterly, Annually]"
User Research Report,"Any additional notes, references, or clarifications for this research",text area,None
Usability Test Report,Company Name,text,None
Usability Test Report,Document Version,text,None
Usability Test Report,Effective Date,calendar,None
Usability Test Report,What is the primary purpose of this Usability Test Report,radio,"[Identify usability issues, Improve user experience, Validate design decisions, Other]"
Usability Test Report,"Which product, feature, or service was tested",text,None
Usability Test Report,Who are the intended stakeholders of this report,multi select,"[Product Team, Design Team, Engineering Team, Marketing Team, Leadership]"
Usability Test Report,Which user segments or personas were included in the usability testing,text,None
Usability Test Report,Which usability testing methods were used,multi select,"[Moderated testing, Unmoderated testing, A/B testing, Remote testing, In-person testing]"
Usability Test Report,How many participants were involved in the usability test,text,None
Usability Test Report,Over what time period was the usability test conducted,text,None
Usability Test Report,What were the key objectives or hypotheses of the test,text area,None
Usability Test Report,Summarize the key findings from the usability test,text area,None
Usability Test Report,What usability issues or pain points were identified,text area,None
Usability Test Report,What design or product recommendations arise from the usability test,text area,None
Usability Test Report,What next steps should the team take based on these findings,text,None
Usability Test Report,Who owns and maintains this Usability Test Report,radio,"[Product Team, Design Team, Research Team]"
Usability Test Report,"Any additional notes, references, or clarifications regarding the usability test",text area,None
Release Notes Template,Company Name,text,None
Release Notes Template,Release Version / Document Version,text,None
Release Notes Template,Release Date,calendar,None
Release Notes Template,Briefly describe the purpose of this release,text area,None
Release Notes Template,"Which product, module, or service does this release cover",text,None
Release Notes Template,Who is the intended audience for these release notes,multi select,"[End users, Internal teams, Customers, Partners]"
Release Notes Template,What are the main objectives of this release,text area,None
Release Notes Template,List the new features or enhancements included in this release,text area,None
Release Notes Template,List the issues or bugs that have been fixed in this release,text area,None
Release Notes Template,Are there any known limitations or issues that users should be aware of,bol_radio,"[Yes, No]"
Release Notes Template,"If yes, provide details of the known limitations or issues",text area,None
Release Notes Template,Are there any security updates or critical patches in this release,text,None
Release Notes Template,Are there any special instructions for using or updating this release,text area,None
Release Notes Template,Are there compatibility considerations or prerequisites,text,None
Release Notes Template,Are there references or links for further information,text,None
Release Notes Template,Who is responsible for publishing and maintaining these release notes,radio,"[Product Team, Engineering Team, Documentation Team, Support Team]"
Release Notes Template,How frequently are release notes reviewed or updated,radio,"[After each release, Quarterly, Annually]"
Release Notes Template,"Any extra notes, disclaimers, or remarks about this release",text area,None
A/B Test Analysis Template,Company Name,text,None
A/B Test Analysis Template,Document Version,text,None
A/B Test Analysis Template,Test Name / Identifier,text,None
A/B Test Analysis Template,Test Start Date,calendar,None
A/B Test Analysis Template,Test End Date,calendar,None
A/B Test Analysis Template,What is the primary goal of this A/B test,text area,None
A/B Test Analysis Template,"Which feature, product, or page is being tested",text,None
A/B Test Analysis Template,Which user segment or audience is included in this test,text,None
A/B Test Analysis Template,What hypothesis is being tested,text area,None
A/B Test Analysis Template,Which variants were included in the test,multi select,"[Variant A, Variant B, Variant C, Control]"
A/B Test Analysis Template,What metrics or KPIs are being tracked to measure success,multi select,"[Click-through rate, Conversion rate, Engagement time, Bounce rate, Other]"
A/B Test Analysis Template,What tools or platforms were used to run the A/B test,text,None
A/B Test Analysis Template,Were there any constraints or limitations during the test,text,None
A/B Test Analysis Template,Summarize the results of the A/B test,text area,None
A/B Test Analysis Template,Which variant performed best and why,text area,None
A/B Test Analysis Template,What patterns or user behaviors were observed,text,None
A/B Test Analysis Template,Were there any unexpected outcomes or anomalies,text area,None
A/B Test Analysis Template,"Based on the results, what recommendations can be made",text area,None
A/B Test Analysis Template,Are there suggested follow-up tests or experiments,text,None
A/B Test Analysis Template,Who owns and maintains this A/B Test Analysis,radio,"[Product Team, Design Team, Analytics Team, Marketing Team]"
A/B Test Analysis Template,"Any additional notes, references, or insights regarding this test",text area,None
Competitive Analysis,Company Name,text,None
Competitive Analysis,Document Version,text,None
Competitive Analysis,Effective Date,calendar,None
Competitive Analysis,What is the primary purpose of this competitive analysis,radio,"[Market positioning, Product comparison, Feature benchmarking, Strategic planning]"
Competitive Analysis,"Which product, service, or business unit does this analysis focus on",text,None
Competitive Analysis,Who are the intended stakeholders for this analysis,multi select,"[Marketing Team, Product Team, Sales Team, Leadership, Strategy Team]"
Competitive Analysis,What is the key objective or question this analysis aims to answer,text area,None
Competitive Analysis,List the main competitors included in this analysis,text area,None
Competitive Analysis,"For each competitor, describe key products, services, or features",text area,None
Competitive Analysis,What differentiators or unique value propositions do competitors have,text area,None
Competitive Analysis,What pricing strategies or models do competitors use,text,None
Competitive Analysis,What are competitors’ strengths and weaknesses,text area,None
Competitive Analysis,What trends or patterns have been identified in the competitive landscape,text area,None
Competitive Analysis,"Based on this analysis, what opportunities or gaps exist for your product/service",text area,None
Competitive Analysis,Are there strategic recommendations or actions suggested from this analysis,text,None
Competitive Analysis,Who is responsible for maintaining this competitive analysis,radio,"[Marketing Team, Product Team, Strategy Team]"
Competitive Analysis,How often is this analysis reviewed or updated,radio,"[Quarterly, Annually, As changes occur]"
Competitive Analysis,"Any additional notes, references, or disclaimers related to this analysis",text area,None
Invoice Template,Company Name,text,None
Invoice Template,Document Version / Template Version,text,None
Invoice Template,Invoice Date,calendar,None
Invoice Template,Invoice Number / Identifier,text,None
Invoice Template,Bill To (Customer/Client Name),text,None
Invoice Template,Billing Address,text,None
Invoice Template,Contact Person / Email,text,None
Invoice Template,List the products or services provided,table,"[Item/Service, Description, Quantity, Unit Price, Total Price]"
Invoice Template,"Are there any discounts, promotions, or adjustments applied",bol_radio,"[Yes, No]"
Invoice Template,"If yes, describe the discounts or adjustments",text,None
Invoice Template,"Subtotal, taxes, and total amount due",text,None
Invoice Template,What are the payment terms,radio,"[Due on receipt, Net 15, Net 30, Other]"
Invoice Template,"If other, specify payment terms",text,None
Invoice Template,"Include references such as purchase order numbers, project codes, or contract numbers",text,None
Invoice Template,Who is responsible for creating and maintaining the invoice template,radio,"[Finance Team, Accounting Team, Operations Team]"
Invoice Template,How often is this template reviewed or updated,radio,"[As changes occur, Quarterly, Annually]"
Board Meeting Template,Company Name,text,None
Board Meeting Template,Document Version,text,None
Board Meeting Template,Meeting Date,calendar,None
Board Meeting Template,Meeting Time & Duration,text,None
Board Meeting Template,Meeting Location / Platform,text,None
Board Meeting Template,List the attendees of the board meeting,table,"[Name, Role, Department, Attendance Status]"
Board Meeting Template,Who is the meeting chairperson or facilitator,text,None
Board Meeting Template,List the agenda items for this meeting,table,"[Agenda Item, Presenter, Time Allocated, Notes]"
Board Meeting Template,Were there any additional discussion points raised during the meeting,bol_radio,"[Yes, No]"
Board Meeting Template,"If yes, provide details of additional discussion points",text area,None
Board Meeting Template,What decisions were made during the meeting,text area,None
Board Meeting Template,"List action items, owners, and deadlines",table,"[Action Item, Owner, Due Date, Status / Notes]"
Board Meeting Template,Were there any follow-up items or pending topics,bol_radio,"[Yes, No]"
Board Meeting Template,"If yes, provide details of follow-up items",text area,None
Board Meeting Template,Who is responsible for maintaining the board meeting records,radio,"[Company Secretary, Executive Assistant, Operations Team, Leadership Team]"
Board Meeting Template,How often are board meeting records reviewed or updated,radio,"[After each meeting, Quarterly, Annually]"
Board Meeting Template,"Any additional notes, references, or disclaimers for this board meeting",text area,None
